Date_of_Sale,Address,County,Eircode,Price,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Sale_Year,Sale_Month
2021-01-26,"29A BAYVIEW AVE, NORTH STRAND, DUBLIN 3",Dublin,,257000.0,0,0,0,,2021,1
2021-08-17,"BALLYCAHILL, THURLES, TIPPERARY",Tipperary,,209000.0,0,0,0,,2021,8
2023-07-17,"1B ARD FRAOIGH, CLYBAUN RD, GALWAY",Galway,H91V6K5,310000.0,0,0,0,,2023,7
2018-08-29,"Apartment 3  16 The Meadow, Robswall, Malahide",Dublin,,370044.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2018,8
2017-11-06,"11 JULIET SQ, ST EDMUNDS, LUCAN",Dublin,,247000.0,0,0,0,,2017,11
2019-02-06,"50 OWENMORE DR, RAHEEN, LIMERICK",Limerick,,229000.0,0,0,0,,2019,2
2010-02-23,"39 Newlands, Mullingar",Westmeath,,120000.0,0,0,0,,2010,2
2018-08-27,"3 THE GREEN, CLONARD VILLAGE, CLONARD",Wexford,,185000.0,0,0,0,,2018,8
2022-10-28,"17 WYNNES TERRACE, DUNDALK, LOUTH",Louth,A91A3E7,177500.0,0,0,0,,2022,10
2011-11-18,"15 PRIORY GATE, ATHBOY",Meath,,140000.0,0,0,0,,2011,11
2013-11-08,"244 MARINA VILLAGE, MALAHIDE, CO DUBLIN",Dublin,,185000.0,0,0,0,,2013,11
2024-12-16,"HOLDENSRATH, KILKENNY",Kilkenny,R95HR52,680000.0,0,0,0,,2024,12
2013-11-20,"Apt. 36 Sweetman House, The Coast, Baldoyle",Dublin,,70484.58,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2013,11
2023-08-30,"17 IVY COURT, BEAUMONT WOODS, DUBLIN 9",Dublin,D09WY27,345000.0,0,0,0,,2023,8
2021-07-05,"FRIARSTOWN NORTH, CRECORA, COUNTY LIMERICK",Limerick,,95000.0,0,0,0,,2021,7
2020-03-12,"SISTERS OF MERCY, BRACKLIN ROAD, EDGEWORTHSTOWN",Longford,,190000.0,0,0,0,,2020,3
2024-11-15,"17 THE ORCHARDS, HERONS WOOD, CARRAGALINE",Cork,P43DW35,615000.0,0,0,0,,2024,11
2012-12-07,"6 Templeroan Grove, Knocklyon",Dublin,,314000.0,0,0,0,,2012,12
2022-08-02,"1 MOGEESHA HOUSE, WATERSEDGE, RIVERSIDE WAY",Cork,P25XD76,3012500.0,0,0,0,,2022,8
2011-09-23,"28 Ballyfermot Avenue, Ballyfermot, Dublin 10",Dublin,,130000.0,0,0,0,,2011,9
2022-04-29,"3 The Square, Byranstown Wood, Beamore Road",Meath,,215859.0,0,1,1,,2022,4
2018-10-17,"22 BLOCK 25 WOLFE TONE ST, DUBLIN 1, DUBLIN",Dublin,,311000.0,0,0,0,,2018,10
2015-12-14,"16 RATHBRIDE CLOSE, KILDARE, KILDARE",Kildare,,285000.0,0,0,0,,2015,12
2024-12-19,"29 RYEBRIDGE CLOSE, THE RYEBRIDGE, KILCOCK",Kildare,W23EV72,335000.0,0,0,0,,2024,12
2017-10-31,"11 BEECHDRIVE, COILL FHADA, LONGWOOD",Meath,,230000.0,0,0,0,,2017,10
2018-07-26,"1 THE COTTAGE, DAVITT'S TERRACE, CASTLEBAR",Mayo,,165000.0,0,0,0,,2018,7
2020-07-06,"125 CARROWKEEL, WOODHAVEN, CASTLETROY",Limerick,,219000.0,0,0,0,,2020,7
2012-03-12,"16 Rosnaree, Churchill Meadows, Raheen",Limerick,,155000.0,0,0,0,,2012,3
2018-11-29,"1 FINLAY PARK, NAAS, CO. KILDARE",Kildare,,440528.63,0,1,1,,2018,11
2023-11-22,"52 ST PATRICK'S PARK, CARRICK ON SHANNON, COUNTY LEITRIM",Leitrim,N41AT29,40000.0,0,0,0,,2023,11
2013-10-21,"Kilteel, Station Road, Kildare Town",Kildare,,250000.0,0,0,0,,2013,10
2019-09-30,"40 GLEANN PETIT, DUBLIN RD, MULLINGAR",Westmeath,,422000.0,0,0,0,,2019,9
2023-12-07,"7 MORGAN ST, WATERFORD, WATERFORD",Waterford,X91Y11C,113000.0,0,0,0,,2023,12
2021-12-21,"41 AVIGNON, MILFORD GRANGE, CASTLETROY",Limerick,V94R9DX,275000.0,0,0,0,,2021,12
2016-11-11,"3 BRIDGE STREET, PORTLAOISE, CO. LAOIS",Laois,,90000.0,0,0,0,,2016,11
2022-09-07,"71 LAUREL DR, ESKER HILLS, PORTLAOISE",Laois,R32Y7RH,273000.0,0,0,0,,2022,9
2021-01-28,"199 BALLYROAN RD, RATHFARNHAM, DUBLIN 16",Dublin,,525000.0,0,0,0,,2021,1
2015-05-20,"APT 7 ROCK SQUARE, MALL MEWS, CASTLEBAR",Mayo,,69500.0,0,0,0,,2015,5
2019-12-19,"1-18 BLOCK C, Mount Suir Manor, Gracedieu",Waterford,,2500000.0,1,1,1,,2019,12
2016-04-22,"3 EARL COURT, LOUGH RYAN ESTSTE, MOHILL",Leitrim,,60000.0,0,0,0,,2016,4
2023-05-23,"9 PLUNKETT AVE, FINGLAS, DUBLIN 11",Dublin,D11W2K0,295000.0,0,0,0,,2023,5
2021-12-13,"1 WELLINGTON WALK, DONYCARNEY, MORNINGTON",Meath,A92T3K5,425000.0,0,0,0,,2021,12
2022-01-06,"62 GERALD GRIFFIN ST, BLACKPOOL, CORK",Cork,T23NY09,429545.0,0,0,0,,2022,1
2021-10-01,"LISLEE COURT, COURTMACSHERRY, CO CORK",Cork,P72V963,378000.0,0,0,0,,2021,10
2020-12-21,"9 CHURCH STREET, MITCHELSTOWN, CO CORK",Cork,,110000.0,0,0,0,,2020,12
2019-12-03,"BERGIRAN, LOFTUS, NEW ROSS",Wexford,,102000.0,0,0,0,,2019,12
2018-12-19,"CAPPAGH NORTH, PORT LAOIS, CO. LAOIS",Laois,,145000.0,0,0,0,,2018,12
2018-05-01,"18 BROOKDRIVE, IVOWEN, KILSHEELAN",Tipperary,,107500.0,1,0,0,,2018,5
2019-06-21,"15 ABBEYBROOK GARDEN, KILBEGGAN, WESTMEATH",Westmeath,,150000.0,0,0,0,,2019,6
2014-07-01,"58  O'Reilly Road, Cork Road, Waterford City",Waterford,,56000.0,0,0,0,,2014,7
2016-04-01,"5 CHERRYWOOD CLOSE, TERMON ABBEY, DROGHEDA",Louth,,150000.0,0,0,0,,2016,4
2021-01-18,"2 KEVIN BARRY RD, RATHVILLY, BARRY RD",Carlow,,180000.0,0,0,0,,2021,1
2021-12-17,"40 The Drive, Ledwill Park, Kilcock",Kildare,,312775.0,0,1,1,,2021,12
2011-04-11,"14 manor court, maynooth",Kildare,,150000.0,0,0,0,,2011,4
2018-10-19,"140 LOUISA PARK, STATION RD, LEIXLIP",Kildare,,178100.0,0,0,0,,2018,10
2023-11-21,"32 ABINGTON, MALAHIDE, DUBLIN",Dublin,K36D998,2100000.0,0,0,0,,2023,11
2025-04-15,"2 Friary Walk, Roscrea",Tipperary,,268465.47,0,1,1,,2025,4
2023-10-13,"10 Airlie Park Road West, Adamstown, Lucan",Dublin,,339207.04,0,1,1,,2023,10
2017-06-09,"GLASHNACREE, LYREACROMPANE, LISTOWEL",Kerry,,80000.0,0,0,0,,2017,6
2015-07-16,"9 ST JOSEPHS SQR, CLONTARF, DUBLIN 3",Dublin,,285000.0,0,0,0,,2015,7
2016-02-19,"81 ADARE RD, DUBLIN 17, DUBLIN.",Dublin,,212000.0,0,0,0,,2016,2
2010-01-15,"1 Bellevue Heights, New Ross",Wexford,,164500.0,0,0,0,,2010,1
2014-12-19,"13 MOYCLOSE, BALLYMAHON, LONGFORD",Longford,,10000.0,0,0,0,,2014,12
2014-10-10,"7 ROSSE COURT TERRACE LUCAN, DUBLIN 22, DUBLIN",Dublin,,180000.0,0,0,0,,2014,10
2023-04-25,"137 Beaulieu Village, Termonfeckin, Drogheda",Louth,,280132.15,0,1,1,,2023,4
2016-07-04,"LISMANY, LAWRENCETOWN, BALLINASLOE GALWAY",Galway,,25000.0,0,0,0,,2016,7
2022-05-19,"69 Cois Dara, Chapelstown, Tullow Road",Carlow,,207048.46,0,1,1,,2022,5
2016-09-29,"4 BECTIVE LODGE, KILMESSAN, MEATH",Meath,,76000.0,0,0,0,,2016,9
2014-08-08,"34 EARLWOOD EST, TOGHER, CORK",Cork,,231500.0,0,0,0,,2014,8
2019-09-13,"9 MOUNT ARGUS TERRACE, HAROLDS CROSS, DUBLIN 6W",Dublin,,440000.0,0,0,0,,2019,9
2020-03-18,"8 MILLRACE AVENUE, SAGGART, CO DUBLIN",Dublin,,245000.0,0,0,0,,2020,3
2024-03-21,"16 NEWMARKET SQ, WARDS HILL, DUBLIN 8",Dublin,D08PY24,300000.0,0,0,0,,2024,3
2015-07-27,"4 RAMPART MANOR, THE RAMPARTS, KINSALE",Cork,,155000.0,0,0,0,,2015,7
2014-04-30,"79 ROCKBROOK LAWN, MALLOW, CO CORK",Cork,,185000.0,0,0,0,,2014,4
2025-07-30,"CONABURY, CASTLEBLAYNEY, MONAGHAN",Monaghan,A75XK37,320000.0,0,0,0,,2025,7
2023-01-23,"131 WESTEND VILLAGE, SNUGBOROUGH RD, BLANCHARDSTOWN DUBLIN 15",Dublin,D15X240,280000.0,0,0,0,,2023,1
2022-08-12,"25 ARDKILL PLACE, BALLINAGH, CAVAN",Cavan,,274000.0,0,0,0,,2022,8
2018-12-14,"26 Eastham Square, Bettystown",Meath,,227235.77,0,1,1,,2018,12
2012-04-20,"44 Glentow Road, Whitehall, Dublin 9",Dublin,,125000.0,0,0,0,,2012,4
2017-01-04,"RED SQUIRREL DREY, CHARLESFORD LYRE, BANTEER",Cork,,294000.0,0,0,0,,2017,1
2018-09-26,"52 NEWRATH VIEW, OLDCASTLE RD, KELLS",Meath,,220000.0,0,0,0,,2018,9
2023-01-23,"49 GRANARY HALL, MOUNT OVAL VILLAGE, ROCHESTOWN",Cork,T12FP84,244000.0,0,0,0,,2023,1
2023-12-11,"DUN ARD, 8 GRANGE LAWN, WATERFORD CITY",Waterford,X91RC6E,289000.0,0,0,0,,2023,12
2019-03-27,"APT 78, ALEN HALL, BELGARD SQ",Dublin,,211000.0,1,0,0,,2019,3
2012-01-19,"25 Willow Avenue, Primrose Gate, Celbridge",Kildare,,225000.0,0,0,0,,2012,1
2020-12-08,"7 Cooleven Grove, Cooleven, Cloverhill Road",Dublin,,264317.18,0,1,1,,2020,12
2022-12-22,"9 O'RAGHALLAIGH PARK, TIERQUIN, CAVAN",Cavan,,67500.0,1,0,0,,2022,12
2018-05-31,"13 Milford Manor Avenue, Cloverhill Road, Clondalkin",Dublin,,195000.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2018,5
2010-07-13,"3, Rectory Mews, Duncormick",Wexford,,125000.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2010,7
2013-07-11,"8 The Avenue, Plunkett Hall, Dunboyne",Meath,,325000.0,0,0,0,,2013,7
2020-07-03,"30 Monamore, Lodge Road, Westport",Mayo,,272246.0,0,1,1,,2020,7
2025-01-06,"13 STATION COURT, DONABATE, DUBLIN",Dublin,K36CX80,285000.0,1,0,0,,2025,1
2018-07-06,"RATHBRIDE, MILTOWN, NEWBRIDGE",Kildare,,367000.0,0,0,0,,2018,7
2014-11-04,"CANDROMA, KILNAMARTYRA, MACROOM",Cork,,280000.0,0,0,0,,2014,11
2014-12-19,"APT 28 SARTINI COURT, 16 18 UPPER DOMINICK ST, DUBLIN 1",Dublin,,180000.0,0,0,0,,2014,12
2012-06-08,"8 Abercorn Terrace, Inchicore, Dublin 8",Dublin,,216000.0,0,0,0,,2012,6
2015-03-13,"RAY, MILFORD, CO DONEGAL",Donegal,,195500.0,0,0,0,,2015,3
2024-07-19,"MAIN STREET, BRUFF, LIMERICK",Limerick,V35E2V5,55000.0,0,0,0,,2024,7
2021-02-16,"SHAMMERDOO, KILKELLY, MAYO",Mayo,,115000.0,0,0,0,,2021,2
2018-12-17,"65 THE DRIVE, HIGHLANDS, DROGHEDA",Meath,,236000.0,0,0,0,,2018,12
2023-08-18,"36 WOODBERRY, GREENFIELDS, OVENS",Cork,P31CK65,614000.0,0,0,0,,2023,8
2025-07-24,"98 WOLFE TONE ST, CORK, CORK",Cork,T23CYC2,246000.0,0,0,0,,2025,7
2023-05-18,"3 MOUNT EATON, COBH, CO. CORK",Cork,P24W738,570000.0,0,0,0,,2023,5
2010-07-09,"19 Chruchwell Rise, Belmayne, Balgriffin",Dublin,,168950.0,0,1,1,less than 38 sq metres,2010,7
2024-04-11,"56 CRESTWOOD, COOLOUGH RD, MENLO",Galway,H91VPP3,345000.0,0,0,0,,2024,4
2022-01-10,"213 KILLBARRACK RD, KILBARRACK, DUBLIN 5",Dublin,D05X337,192500.0,0,0,0,,2022,1
2017-10-27,"19 ABBEYLANDS, LUSK VILLAGE, DUBLIN",Dublin,,310000.0,0,0,0,,2017,10
2021-03-31,"13 LAKE GLADE, KILMINCHY, PORTLAOISE",Laois,,185000.0,0,0,0,,2021,3
2013-12-18,"Ahillane, Ballineen",Cork,,67000.0,0,0,0,,2013,12
2014-09-25,"1 RAMOR PARK, BLANCHARDSTOWN, DUBLIN 15",Dublin,,400000.0,0,0,0,,2014,9
2019-11-25,"13 Edenbrook Grove, Citywest, Dublin 24",Dublin,,361233.48,0,1,1,,2019,11
2017-03-30,"APT 22 THE STOCKYARD THE STEELWORKS, FOLEY ST, DUBLIN 1",Dublin,,250000.0,0,0,0,,2017,3
2014-12-12,"HOLLY COTTAGE, GARRYKENNEDY, PORTROE",Tipperary,,150000.0,0,0,0,,2014,12
2024-06-28,"53 WILLOW PARK, CLONMEL, TIPPERARY",Tipperary,E91EE73,290000.0,0,0,0,,2024,6
2022-10-25,"7 WENTWORTH HALL, WENTWORTH RD, WICKLOW TOWN",Wicklow,A67DC64,180000.0,0,0,0,,2022,10
2022-05-23,"49 GLEN COURT, EMLY, CO TIPPERARY",Tipperary,E34CK74,60000.0,0,0,0,,2022,5
2011-09-08,"87 Claddagh Road, Ballyfermot, Dublin 10",Dublin,,132000.0,0,0,0,,2011,9
2013-08-30,"3 Montpelier Place, Blackrock",Dublin,,855000.0,0,0,0,,2013,8
2010-05-06,"Cloughvalley Upper, Castleblayney Road, Carrickmacross",Monaghan,,144000.0,0,0,0,,2010,5
2023-01-09,"18  Mill Stream, Millerstown, Maynooth Road",Meath,,378854.62,0,1,1,,2023,1
2021-12-02,"RYLANDS, BALLINGARRY, LIMERICK",Limerick,,80000.0,0,0,0,,2021,12
2020-12-22,"64 CREAMERY RD, MANORHAMILTON, LEITRIM",Leitrim,,110000.0,0,0,0,,2020,12
2025-06-27,"149 Ard Na Pairce Theas, Southgreen Road, Kildare",Kildare,,383260.0,0,1,1,,2025,6
2012-11-28,"The Lodge, Bracknagh Road, Rathangan",Kildare,,130000.0,0,0,0,,2012,11
2016-04-04,"49 THE MAPLES, HAZELHILL, BALLYHAUNIS",Mayo,,76000.0,0,0,0,,2016,4
2025-08-20,"STAIGUE, CASTLECOVE, KILLARNEY",Kerry,V93HW92,165000.0,0,0,0,,2025,8
2022-02-28,"AVALON, SINNOTTSTOWN LANE, DRINAGH",Wexford,Y35A4X7,400000.0,0,0,0,,2022,2
2017-09-29,"26 SEAMOUNT VIEW, MALAHIDE RD, SWORDS",Dublin,,440000.0,0,0,0,,2017,9
2016-04-22,"125 CONNOLLY RD, BALLYPHEHANE, CORK",Cork,,182000.0,0,0,0,,2016,4
2012-01-04,"6 Woodview Terrace, Derrynane Road, Turners Cross",Cork,,170000.0,0,0,0,,2012,1
2018-06-21,"31 SHREWSBURY, MERRION ROAD, BALLSBRIDGE",Dublin,,830000.0,0,0,0,,2018,6
2024-02-16,"2 GAIRDINI, CLUAIN BUINNE, MILTOWN MALBAY",Clare,V95ND91,310000.0,0,0,0,,2024,2
2016-09-12,"KINGSLAND, ATHENRY, COUNTY GALWAY",Galway,,151669.39,0,0,0,,2016,9
2022-12-16,"ABBEY ST, ARDNAREE, BALLINA",Mayo,F26C9N1,135000.0,0,0,0,,2022,12
2012-10-19,"31 Pebble Lawn, Pebble Beach, Tramore",Waterford,,49000.0,0,0,0,,2012,10
2016-07-28,"5 BLASKET HOUSE, MAIN ST, DINGLE",Kerry,,130000.0,0,0,0,,2016,7
2013-10-14,"63 CLONKIL, CALLAN",Kilkenny,,135000.0,0,0,0,,2013,10
2021-10-26,"27 KELLYS BAY HEIGHTS, SKERRIES, DUBLIN",Dublin,K34C791,238000.0,0,0,0,,2021,10
2024-04-03,"TARA, BALLYTARSNA, OULART",Wexford,Y25C788,375000.0,0,0,0,,2024,4
2021-01-15,"39  PUDDING ROW, ESSEX  STREET  WEST, TEMPLE BAR",Dublin,D08KP40,450000.0,0,0,0,,2021,1
2022-12-06,"28 Hawkins Wood Drive, Hawkins Wood, Greystones",Wicklow,,466960.35,0,1,1,,2022,12
2020-07-10,"CROSSLAKE, BANNOW, CO WEXFORD",Wexford,,335000.0,0,0,0,,2020,7
2022-04-05,"3 GARRAI SHEAIN, ROSCAM, GALWAY",Galway,H91RXV2,1759272.72,0,0,0,,2022,4
2018-08-02,"7 The Well, Scholarstown Wood, Scholarstown Road",Dublin,,436825.0,0,1,1,greater than or equal to 125 sq metres,2018,8
2021-02-05,"DUGORT, ACHILL, MAYO",Mayo,,203700.0,0,0,0,,2021,2
2017-02-10,"5 Coill Dubh Court, Malahide",Dublin,,484581.5,0,1,1,greater than or equal to 125 sq metres,2017,2
2020-11-26,"41 TOORUALLEY, BALLYMORE RD, MOATE",Westmeath,,155000.0,0,0,0,,2020,11
2015-07-03,"250 NEWTOWN, RATHANGAN, KILDARE",Kildare,,85000.0,0,0,0,,2015,7
2022-06-02,"BALLYBRAZIL, NEW ROSS, COUNTY WEXFORD",Wexford,Y34NH31,140000.0,0,0,0,,2022,6
2017-05-31,"BELLAIR, BALLYCUMBER, OFFALY",Offaly,,125000.0,0,0,0,,2017,5
2010-12-21,"13 The Spires, Innishannon, Co Cork",Cork,,442500.0,0,0,0,,2010,12
2024-05-17,"6 FAIRVIEW, GRAIGUENAMANAGH, KILKENNY",Kilkenny,R95P6Y6,210000.0,0,0,0,,2024,5
2015-09-18,"WINDGROVE, RATHDRUM, WICKLOW",Wicklow,,145000.0,0,0,0,,2015,9
2014-07-02,"6 MAIN ST, ABBEY GROVE, CONVENT VIEW",Kildare,,61500.0,0,0,0,,2014,7
2018-12-18,"11 ST PETER'S ROAD, PHIBSBOROUGH, DUBLIN 7",Dublin,,453000.0,0,0,0,,2018,12
2023-12-07,"45 BRAEMOR RD, CHURCHTOWN, DUBLIN 14",Dublin,D14EK29,1080000.0,0,0,0,,2023,12
2025-07-09,"9 ELM MOUNT CRESCENT, BEAUMONT, DUBLIN 9",Dublin,D09ER89,535000.0,0,0,0,,2025,7
2019-02-20,"6 ARD NA GAOITHE, DROMAHANE, MALLOW",Cork,,282000.0,0,0,0,,2019,2
2021-02-26,"24 RONEY BAY, GOREY, WEXFORD",Wexford,,210000.0,0,0,0,,2021,2
2020-12-17,"12 ABBEYGROVE, NAVAN, MEATH",Meath,,218000.0,0,0,0,,2020,12
2016-12-05,"97 ORLYNN PARK, LUSK, DUBLIN",Dublin,,328000.0,0,0,0,,2016,12
2023-08-03,"4 CINNAMON WHARF, THE QUAY, WESTPORT",Mayo,F28VY62,210000.0,0,0,0,,2023,8
2011-10-19,"161 Cluain Ri, Ashbourne, Co. Meath",Meath,,170000.0,0,0,0,,2011,10
2012-04-11,"Glenmore House, Lismore",Waterford,,173334.0,1,0,0,,2012,4
2017-02-08,"APT 6 KILCRONA APTS, REVAGH RD, SALTHILL",Galway,,230000.0,0,0,0,,2017,2
2025-04-22,"KNOCKANEMORE, OVENS, CO CORK",Cork,P31VF76,400000.0,0,0,0,,2025,4
2020-07-09,"215 RIVERFOREST, LEIXLIP, KILDARE",Kildare,,300000.0,0,0,0,,2020,7
2019-09-19,"67 THE STEEPLES, ST LAURENCES ROAD, CHAPELIZOD",Dublin,,88691.0,1,0,0,,2019,9
2023-03-24,"26 Domville Park, Domville Park, Cherrywood",Dublin,,572687.0,0,1,1,,2023,3
2013-09-17,"Apt 35 Belfry Hall, City West",Dublin,,70000.0,0,0,0,,2013,9
2023-02-14,"5 SUNDALE GROVE, MOUNTAIN VIEW, TALLAGHT",Dublin,D24T0H7,200000.0,0,0,0,,2023,2
2016-12-09,"32 OAKDOWN RD, CHURCHTOWN, DUBLIN 14",Dublin,,590000.0,0,0,0,,2016,12
2025-02-14,"APT 7, TURVEY WOODS, DONABATE",Dublin,K36N597,243000.0,0,0,0,,2025,2
2015-12-18,"2 FOXBOROUGH GLADE, LUCAN, DUBLIN",Dublin,,220000.0,0,0,0,,2015,12
2025-05-08,"APARTMENT 28, CASTLE PARK RESIDENCE, CASTLE PARK ROAD",Dublin,A96VX63,20000.0,0,0,0,,2025,5
2025-02-06,"66 LANSDOWNE PARK, ENNIS ROAD, LIMERICK",Limerick,V94X6NE,450000.0,0,0,0,,2025,2
2015-08-06,"2 GLENWOOD RD, RAHENY, DUBLIN 5",Dublin,,250000.0,0,0,0,,2015,8
2013-06-12,"Knockataggart, Stradone",Cavan,,20000.0,0,0,0,,2013,6
2022-09-09,"42 COMMONS RD, BLACKPOOL, CORK",Cork,T23R2R7,220000.0,0,0,0,,2022,9
2015-04-15,"264 Beechwood Court, Stillorgan Road",Dublin,,268329.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2015,4
2012-03-15,"9 Silver Grove, Ballybeg, Ennis",Clare,,297000.0,0,0,0,,2012,3
2020-12-17,"2 ST KIERANS TERRACE, ATHLONE, WESTMEATH",Westmeath,,45000.0,0,0,0,,2020,12
2021-09-17,"88 Glashaboy View, Riverstown Upper, Glanmire",Cork,,339207.0,0,1,1,,2021,9
2021-08-13,"BALLAGH, CLONOULTY, CASHEL",Tipperary,,86000.0,0,0,0,,2021,8
2021-05-05,"TERRYCAFFE, GLASLOUGH, MONAGHAN",Monaghan,,136000.0,0,0,0,,2021,5
2021-02-16,"54 OLD CABRA RD, NORTH CIRCULAR RD, DUBLIN 7",Dublin,,535000.0,0,0,0,,2021,2
2020-11-26,"DRINAN, BALLYMAHON, CO LONGFORD",Longford,,125000.0,0,0,0,,2020,11
2024-12-06,"48 phoenix park racecourse, d15",Dublin,,480176.0,0,1,1,,2024,12
2024-11-18,"11 THE CROSS OF NEWTOWN, BALLYROAN, PORTLAOISE",Laois,R32AH04,260000.0,0,0,0,,2024,11
2013-12-11,"10 CREMORE DRIVE, GLASNEVIN, DUBLIN 11",Dublin,,340000.0,0,0,0,,2013,12
2024-11-13,"36 River Meadows, Cloughduv, Co Cork",Cork,,398000.0,1,1,1,,2024,11
2017-12-22,"APT 10 BLOCK A, THE CAMMOCK, KILMAINHAM DUBLIN 8",Dublin,,240000.0,0,0,0,,2017,12
2022-12-21,"20 The Heights, Walkers Gate, Kildare",Kildare,,348017.0,0,1,1,,2022,12
2024-12-04,"40 Parkleigh Way, Seven Mills, Clonburris",Dublin,,475771.0,0,1,1,,2024,12
2014-12-22,"TREANOUGHTRAGH, DOOKS, GLENBEIGH",Kerry,,285000.0,0,0,0,,2014,12
2011-12-16,"8 The Strand, Castlecove, Enniscrone",Sligo,,127500.0,0,0,0,,2011,12
2010-05-27,"133 Lee Drive, Rathass, Tralee",Kerry,,137500.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2010,5
2022-10-04,"26 THE BRAMBLES, CASTLEBAR, CO MAYO",Mayo,F23CP78,395000.0,0,0,0,,2022,10
2011-12-05,"91 Carrigroe, Mitchelstown",Cork,,190000.0,0,0,0,,2011,12
2022-07-21,"No. 7 Tobar Muire Green, Creagh, Gorey",Wexford,,193832.59,1,1,1,,2022,7
2014-03-10,"58 Beech Drive, Greenfields",Waterford,,83700.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2014,3
2021-09-24,"56 Park Avenue, Millers Glen, Swords",Dublin,,370044.0,0,1,1,,2021,9
2021-10-20,"BAILE NA RATHA, DUNQUIN, KERRY",Kerry,,300000.0,0,0,0,,2021,10
2018-02-28,"202 Caislean na hAbhainn, Castletroy",Limerick,,228193.83,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2018,2
2015-05-08,"APARTMENT 14, FINDLATER APARTMENTS, HARBOUR ROAD",Dublin,,300000.0,0,0,0,,2015,5
2022-12-07,"35 TURRY MEADOWS, ATHBOY, MEATH",Meath,C15F3A3,267000.0,0,0,0,,2022,12
2021-08-05,"HIGH TREES, BALLYGOWAN, MILFORD",Carlow,R93K004,240000.0,0,0,0,,2021,8
2014-08-06,"3 COLLEGE COURT, THE PINES, BALLINASLOE",Galway,,90000.0,0,0,0,,2014,8
2011-06-30,"Dromduff West, Bantry, County Cork",Cork,,577000.0,0,0,0,,2011,6
2025-02-28,"DRAIOCHT, CORABEG, VALENTIA ISLAND",Kerry,V23Y798,394000.0,0,0,0,,2025,2
2014-12-19,"FINNABANES, DONEGAL TOWN, CO. DONEGAL",Donegal,,145000.0,0,0,0,,2014,12
2012-07-24,"22 Vicars Choral, Tuam",Galway,,45000.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2012,7
2025-02-11,"APT 132, GRACE PARK MANOR, DRUMCONDRA DUBLIN 9",Dublin,D09W977,380000.0,0,0,0,,2025,2
2021-03-30,"2 THE LAWN, ROSEVILLE, BETTYSTOWN",Meath,,275000.0,0,0,0,,2021,3
2013-12-20,"29 Millrace Road, Phoenix Park Racecourse, Castleknock",Dublin,,8000.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2013,12
2025-01-13,"184 ROSEMOUNT, CLONGOUR, THURLES",Tipperary,E41V8X6,257000.0,0,0,0,,2025,1
2018-10-04,"47 THE CRESCENT, CASTLEBLANEY, CO MONAGHAN",Monaghan,,70000.0,0,0,0,,2018,10
2025-03-12,"7 BRANDON PLACE, TRALEE, KERRY",Kerry,V92D326,100000.0,0,0,0,,2025,3
2017-11-21,"19 CARRICKFOYLE TERRACE, KILMAINHAM, DUBLIN 8",Dublin,,260000.0,0,0,0,,2017,11
2014-01-28,"SHANMEG, 16 INIS CUAIN, CLONAKILTY",Cork,,298225.0,0,0,0,,2014,1
2011-02-14,"15 Giltspur Brook, Bray",Wicklow,,210000.0,0,0,0,,2011,2
2019-04-25,"PUNCHBOWL, MEELICK, CLARE",Clare,,135000.0,0,0,0,,2019,4
2013-10-21,"Carrowmore, Gleneely",Donegal,,95000.0,0,0,0,,2013,10
2018-11-23,"18 & 203 BURNELL SQ  Malahide Rd, & 170 Skellig House  Custom House, Mayor St Lower  Dublin 1",Dublin,,720000.0,0,0,0,,2018,11
2015-04-23,"56 The Glen, Kilnacourt Woods, Portarlington",Laois,,81497.79,0,1,1,greater than 125 sq metres,2015,4
2022-01-19,"80 Barnwell Park, Hansfield",Dublin,,325990.0,0,1,1,,2022,1
2022-03-21,"28 O'SULLIVAN'S PLACE, MALLOW, CO CORK",Cork,P51WFP5,190000.0,0,0,0,,2022,3
2023-04-28,"5 BROWNSBARN WOOD, KINGSWOOD RD, DUBLIN 22",Dublin,D22DD30,545000.0,0,0,0,,2023,4
2021-03-08,"1 ARD MICHAEL WOODS, BALLINALEE RD, LONGFORD",Longford,,235000.0,0,0,0,,2021,3
2022-06-07,"BLUEBELL COTTAGE, SANDYCOVE, KINSALE",Cork,P17EC91,675000.0,0,0,0,,2022,6
2017-11-15,"45 DELGANY GLEN, GREYSTONES, CO WICKLOW",Wicklow,,437500.0,0,0,0,,2017,11
2020-08-14,"13 PIKE AVE, GARRYOWEN, LIMERICK",Limerick,,60000.0,0,0,0,,2020,8
2025-06-16,"29 Milltown Manor, Ashbourne",Meath,,440484.0,0,1,1,,2025,6
